ORDRE;FAMILLE;SOUS_FAMILLE;CD_NOM;CD_TAXSUP;CD_SUP;CD_REF;RANG;LB_NOM;LB_AUTEUR;NOM_COMPLET;NOM_COMPLET_HTML;NOM_VALIDE;NOM_VERN;NOM_VERN_ENG;SONOTYPE;HABITAT;FR;GF;MAR;GUA;SM;SB;SPM;MAY;EPA;REU;SA;TA;TAAF;PF;NC;WF;CLI;URL
Chiroptera;Vespertilionidae;;645523;195005;195005;645523;ES;Myotis lucifugus;(Le Conte, 1831);Myotis lucifugus (Le Conte, 1831);<i>Myotis lucifugus</i> (Le Conte, 1831);Myotis lucifugus (Le Conte, 1831);Chauve souris brune;Little Brown Bat, Little Brown Myotis;FMd;3;;;;;;;P;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/645523
Chiroptera;Vespertilionidae;;418901;195005;195005;418901;ES;Myotis martiniquensis;LaVal, 1973;Myotis martiniquensis LaVal, 1973;<i>Myotis martiniquensis</i> LaVal, 1973;Myotis martiniquensis LaVal, 1973;Murin de la Martinique;;FMd;3;A;A;S;S;A;A;A;A;A;A;A;A;A;A;A;A;A;https://inpn.mnhn.fr/espece/cd_nom/418901
Chiroptera;Vespertilionidae;;60418;195005;195005;60418;ES;Myotis myotis;(Borkhausen, 1797);Myotis myotis (Borkhausen, 1797);<i>Myotis myotis</i> (Borkhausen, 1797);Myotis myotis (Borkhausen, 1797);Grand Murin;Greater Mouse-eared Bat;FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60418
Chiroptera;Vespertilionidae;;60421;;;60418;ES;Myotis alpinus;;Myotis alpinus ;<i>Myotis alpinus</i>;Myotis myotis (Borkhausen, 1797);Grand Murin;Greater Mouse-eared Bat;FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60421
Chiroptera;Vespertilionidae;;60422;;;60418;ES;Myotis latipennis;;Myotis latipennis ;<i>Myotis latipennis</i>;Myotis myotis (Borkhausen, 1797);Grand Murin;Greater Mouse-eared Bat;FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60422
Chiroptera;Vespertilionidae;;60423;;;60418;ES;Myotis murinus;Schreber;Myotis murinus Schreber;<i>Myotis murinus</i> Schreber;Myotis myotis (Borkhausen, 1797);Grand Murin;Greater Mouse-eared Bat;FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60423
Chiroptera;Vespertilionidae;;60420;;;60418;SSES;Myotis myotis myotis;;Myotis myotis myotis ;<i>Myotis myotis myotis</i>;Myotis myotis (Borkhausen, 1797);Grand Murin;Greater Mouse-eared Bat;;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60420
Chiroptera;Vespertilionidae;;60424;;;60418;ES;Myotis spelaea;;Myotis spelaea ;<i>Myotis spelaea</i>;Myotis myotis (Borkhausen, 1797);Grand Murin;Greater Mouse-eared Bat;FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60424
Chiroptera;Vespertilionidae;;60425;;;60418;ES;Myotis submarinus;;Myotis submarinus ;<i>Myotis submarinus</i>;Myotis myotis (Borkhausen, 1797);Grand Murin;Greater Mouse-eared Bat;FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60425
Chiroptera;Vespertilionidae;;60426;;;60418;ES;Myotis typus;;Myotis typus ;<i>Myotis typus</i>;Myotis myotis (Borkhausen, 1797);Grand Murin;Greater Mouse-eared Bat;FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60426
Chiroptera;Vespertilionidae;;60383;195005;195005;60383;ES;Myotis mystacinus;(Kuhl, 1817);Myotis mystacinus (Kuhl, 1817);<i>Myotis mystacinus</i> (Kuhl, 1817);Myotis mystacinus (Kuhl, 1817);Murin à moustaches, Vespertilion à moustaches;Whiskered Bat;FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60383
Chiroptera;Vespertilionidae;;60387;;;60383;ES;Myotis bulgaricus;;Myotis bulgaricus ;<i>Myotis bulgaricus</i>;Myotis mystacinus (Kuhl, 1817);Murin à moustaches, Vespertilion à moustaches;Whiskered Bat;FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60387
Chiroptera;Vespertilionidae;;60388;;;60383;ES;Myotis collaris;;Myotis collaris ;<i>Myotis collaris</i>;Myotis mystacinus (Kuhl, 1817);Murin à moustaches, Vespertilion à moustaches;Whiskered Bat;FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60388
Chiroptera;Vespertilionidae;;60389;;;60383;ES;Myotis humeralis;;Myotis humeralis ;<i>Myotis humeralis</i>;Myotis mystacinus (Kuhl, 1817);Murin à moustaches, Vespertilion à moustaches;Whiskered Bat;FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60389
Chiroptera;Vespertilionidae;;60390;;;60383;ES;Myotis lugubris;;Myotis lugubris ;<i>Myotis lugubris</i>;Myotis mystacinus (Kuhl, 1817);Murin à moustaches, Vespertilion à moustaches;Whiskered Bat;FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60390
Chiroptera;Vespertilionidae;;60385;;;60383;SSES;Myotis mystacinus mystacinus;;Myotis mystacinus mystacinus ;<i>Myotis mystacinus mystacinus</i>;Myotis mystacinus (Kuhl, 1817);Murin à moustaches, Vespertilion à moustaches;Whiskered Bat;;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60385
Chiroptera;Vespertilionidae;;60391;;;60383;ES;Myotis nigrofuscus;;Myotis nigrofuscus ;<i>Myotis nigrofuscus</i>;Myotis mystacinus (Kuhl, 1817);Murin à moustaches, Vespertilion à moustaches;Whiskered Bat;FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60391
Chiroptera;Vespertilionidae;;60392;;;60383;ES;Myotis rufofuscus;;Myotis rufofuscus ;<i>Myotis rufofuscus</i>;Myotis mystacinus (Kuhl, 1817);Murin à moustaches, Vespertilion à moustaches;Whiskered Bat;FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60392
Chiroptera;Vespertilionidae;;60393;;;60383;ES;Myotis schinzii;;Myotis schinzii ;<i>Myotis schinzii</i>;Myotis mystacinus (Kuhl, 1817);Murin à moustaches, Vespertilion à moustaches;Whiskered Bat;FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60393
Chiroptera;Vespertilionidae;;60394;;;60383;ES;Myotis schrankii;Wagner, 1843;Myotis schrankii Wagner, 1843;<i>Myotis schrankii</i> Wagner, 1843;Myotis mystacinus (Kuhl, 1817);Murin à moustaches, Vespertilion à moustaches;Whiskered Bat;FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60394
Chiroptera;Vespertilionidae;;60395;;;60383;ES;Myotis sibiricus;;Myotis sibiricus ;<i>Myotis sibiricus</i>;Myotis mystacinus (Kuhl, 1817);Murin à moustaches, Vespertilion à moustaches;Whiskered Bat;FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60395
Chiroptera;Vespertilionidae;;60408;195005;195005;60408;ES;Myotis nattereri;(Kuhl, 1817);Myotis nattereri (Kuhl, 1817);<i>Myotis nattereri</i> (Kuhl, 1817);Myotis nattereri (Kuhl, 1817);Murin de Natterer, Vespertilion de Natterer;Natterer's Bat;FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60408
Chiroptera;Vespertilionidae;;60410;;;60408;SSES;Myotis nattereri nattereri;;Myotis nattereri nattereri ;<i>Myotis nattereri nattereri</i>;Myotis nattereri (Kuhl, 1817);Murin de Natterer, Vespertilion de Natterer;Natterer's Bat;;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60410
Chiroptera;Vespertilionidae;;60412;;;60408;ES;Myotis spelaeus;;Myotis spelaeus ;<i>Myotis spelaeus</i>;Myotis nattereri (Kuhl, 1817);Murin de Natterer, Vespertilion de Natterer;Natterer's Bat;FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60412
Chiroptera;Vespertilionidae;;60413;;;60408;ES;Myotis typicus;;Myotis typicus ;<i>Myotis typicus</i>;Myotis nattereri (Kuhl, 1817);Murin de Natterer, Vespertilion de Natterer;Natterer's Bat;FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60413
Chiroptera;Vespertilionidae;;443742;195005;195005;443742;ES;Myotis nigricans;(Schinz, 1821);Myotis nigricans (Schinz, 1821);<i>Myotis nigricans</i> (Schinz, 1821);Myotis nigricans (Schinz, 1821);;;FMd-QCF;3;;P;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/443742
Chiroptera;Vespertilionidae;;79298;195005;195005;79298;ES;Myotis punicus;Felten, Spitzenberger & Storch, 1977;Myotis punicus Felten, Spitzenberger & Storch, 1977;<i>Myotis punicus</i> Felten, Spitzenberger & Storch, 1977;Myotis punicus Felten, Spitzenberger & Storch, 1977;Murin du Maghreb;Maghrebian mouse-eared bat;FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/79298
Chiroptera;Vespertilionidae;;443743;195005;195005;443743;ES;Myotis riparius;Handley, 1960;Myotis riparius Handley, 1960;<i>Myotis riparius</i> Handley, 1960;Myotis riparius Handley, 1960;;;FMd-QCF;3;;P;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/443743
Chiroptera;Vespertilionidae;;195295;186239;186239;195295;GN;Nyctalus;Bowdich, 1825;Nyctalus Bowdich, 1825;<i>Nyctalus</i> Bowdich, 1825;Nyctalus Bowdich, 1825;;;;;P;;;;;;;;;;;;;;;;;
Chiroptera;Vespertilionidae;;60457;195295;195295;60457;ES;Nyctalus lasiopterus;(Schreber, 1780);Nyctalus lasiopterus (Schreber, 1780);<i>Nyctalus lasiopterus</i> (Schreber, 1780);Nyctalus lasiopterus (Schreber, 1780);Grande Noctule;Giant Noctule;FMd-QCF;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60457
Chiroptera;Vespertilionidae;;60460;;;60457;ES;Nyctalus maxima;;Nyctalus maxima ;<i>Nyctalus maxima</i>;Nyctalus lasiopterus (Schreber, 1780);Grande Noctule;Giant Noctule;FMd-QCF;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60460
Chiroptera;Vespertilionidae;;60459;;;60457;ES;Nyctalus sicula;;Nyctalus sicula ;<i>Nyctalus sicula</i>;Nyctalus lasiopterus (Schreber, 1780);Grande Noctule;Giant Noctule;FMd-QCF;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60459
Chiroptera;Vespertilionidae;;60461;195295;195295;60461;ES;Nyctalus leisleri;(Kuhl, 1817);Nyctalus leisleri (Kuhl, 1817);<i>Nyctalus leisleri</i> (Kuhl, 1817);Nyctalus leisleri (Kuhl, 1817);Noctule de Leisler;Lesser noctule;FMd-QCF;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60461
Chiroptera;Vespertilionidae;;60464;;;60461;ES;Nyctalus dasykarpos;;Nyctalus dasykarpos ;<i>Nyctalus dasykarpos</i>;Nyctalus leisleri (Kuhl, 1817);Noctule de Leisler;Lesser noctule;FMd-QCF;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60464
Chiroptera;Vespertilionidae;;60465;;;60461;ES;Nyctalus pachygnatus;;Nyctalus pachygnatus ;<i>Nyctalus pachygnatus</i>;Nyctalus leisleri (Kuhl, 1817);Noctule de Leisler;Lesser noctule;FMd-QCF;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60465
Chiroptera;Vespertilionidae;;60463;60461;60461;60463;SSES;Nyctalus leisleri leisleri;(Kuhl, 1817);Nyctalus leisleri leisleri (Kuhl, 1817);<i>Nyctalus leisleri leisleri</i> (Kuhl, 1817);Nyctalus leisleri leisleri (Kuhl, 1817);Noctule de Leisler;;;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60463
Chiroptera;Vespertilionidae;;60468;195295;195295;60468;ES;Nyctalus noctula;(Schreber, 1774);Nyctalus noctula (Schreber, 1774);<i>Nyctalus noctula</i> (Schreber, 1774);Nyctalus noctula (Schreber, 1774);Noctule commune;Noctule Bat;FMd-QCF;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60468
Chiroptera;Vespertilionidae;;60472;;;60468;ES;Nyctalus altivolans;;Nyctalus altivolans ;<i>Nyctalus altivolans</i>;Nyctalus noctula (Schreber, 1774);Noctule commune;Noctule Bat;FMd-QCF;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60472
Chiroptera;Vespertilionidae;;60473;;;60468;ES;Nyctalus lardarius;;Nyctalus lardarius ;<i>Nyctalus lardarius</i>;Nyctalus noctula (Schreber, 1774);Noctule commune;Noctule Bat;FMd-QCF;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60473
Chiroptera;Vespertilionidae;;60474;;;60468;ES;Nyctalus magnus;;Nyctalus magnus ;<i>Nyctalus magnus</i>;Nyctalus noctula (Schreber, 1774);Noctule commune;Noctule Bat;FMd-QCF;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60474
Chiroptera;Vespertilionidae;;60475;;;60468;ES;Nyctalus minima;;Nyctalus minima ;<i>Nyctalus minima</i>;Nyctalus noctula (Schreber, 1774);Noctule commune;Noctule Bat;FMd-QCF;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60475
Chiroptera;Vespertilionidae;;60470;;;60468;SSES;Nyctalus noctula noctula;;Nyctalus noctula noctula ;<i>Nyctalus noctula noctula</i>;Nyctalus noctula (Schreber, 1774);Noctule commune;Noctule Bat;;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60470
Chiroptera;Vespertilionidae;;60476;;;60468;ES;Nyctalus palustris;;Nyctalus palustris ;<i>Nyctalus palustris</i>;Nyctalus noctula (Schreber, 1774);Noctule commune;Noctule Bat;FMd-QCF;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60476
Chiroptera;Vespertilionidae;;60477;;;60468;ES;Nyctalus princeps;;Nyctalus princeps ;<i>Nyctalus princeps</i>;Nyctalus noctula (Schreber, 1774);Noctule commune;Noctule Bat;FMd-QCF;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60477
Chiroptera;Vespertilionidae;;60471;;;60468;ES;Nyctalus proterus;;Nyctalus proterus ;<i>Nyctalus proterus</i>;Nyctalus noctula (Schreber, 1774);Noctule commune;Noctule Bat;FMd-QCF;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60471
Chiroptera;Vespertilionidae;;532355;186239;186239;532355;GN;Nyctophilus;Leach, 1821;Nyctophilus Leach, 1821;<i>Nyctophilus</i> Leach, 1821;Nyctophilus Leach, 1821;;;;;;;;;;;;;;;;;;;P;;;
Chiroptera;Vespertilionidae;;532356;532355;532355;532356;ES;Nyctophilus nebulosus;Parnaby, 2002;Nyctophilus nebulosus Parnaby, 2002;<i>Nyctophilus nebulosus</i> Parnaby, 2002;Nyctophilus nebulosus Parnaby, 2002;Nyctophile nébuleux;New Caledonian Long-eared Bat;FMd;3;A;A;A;A;A;A;A;A;A;A;A;A;A;A;E;A;A;https://inpn.mnhn.fr/espece/cd_nom/532356
Chiroptera;Vespertilionidae;;196296;186239;186239;196296;GN;Pipistrellus;Kaup, 1829;Pipistrellus Kaup, 1829;<i>Pipistrellus</i> Kaup, 1829;Pipistrellus Kaup, 1829;;;;;P;;;;;;;;;;;;;;;;;
Chiroptera;Vespertilionidae;;79303;196296;196296;79303;ES;Pipistrellus kuhlii;(Kuhl, 1817);Pipistrellus kuhlii (Kuhl, 1817);<i>Pipistrellus kuhlii</i> (Kuhl, 1817);Pipistrellus kuhlii (Kuhl, 1817);Pipistrelle de Kuhl;Kuhl's Pipistrelle;FMd-QCF;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/79303
Chiroptera;Vespertilionidae;;60495;;;79303;ES;Pipistrellus albicans;Monticelli, 1886;Pipistrellus albicans Monticelli, 1886;<i>Pipistrellus albicans</i> Monticelli, 1886;Pipistrellus kuhlii (Kuhl, 1817);Pipistrelle de Kuhl;Kuhl's Pipistrelle;FMd-QCF;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60495
Chiroptera;Vespertilionidae;;60496;;;79303;ES;Pipistrellus albolimbatus;Küster, 1835;Pipistrellus albolimbatus Küster, 1835;<i>Pipistrellus albolimbatus</i> Küster, 1835;Pipistrellus kuhlii (Kuhl, 1817);Pipistrelle de Kuhl;Kuhl's Pipistrelle;FMd-QCF;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60496
Chiroptera;Vespertilionidae;;60497;;;79303;ES;Pipistrellus calcarata;Gray, 1838;Pipistrellus calcarata Gray, 1838;<i>Pipistrellus calcarata</i> Gray, 1838;Pipistrellus kuhlii (Kuhl, 1817);Pipistrelle de Kuhl;Kuhl's Pipistrelle;FMd-QCF;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60497
Chiroptera;Vespertilionidae;;60493;;;79303;ES;Pipistrellus kuhli;(Kuhl, 1817);Pipistrellus kuhli (Kuhl, 1817);<i>Pipistrellus kuhli</i> (Kuhl, 1817);Pipistrellus kuhlii (Kuhl, 1817);Pipistrelle de Kuhl;Kuhl's Pipistrelle;FMd-QCF;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60493
Chiroptera;Vespertilionidae;;60498;;;79303;ES;Pipistrellus marginatus;Cretschmar;Pipistrellus marginatus Cretschmar;<i>Pipistrellus marginatus</i> Cretschmar;Pipistrellus kuhlii (Kuhl, 1817);Pipistrelle de Kuhl;Kuhl's Pipistrelle;FMd-QCF;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60498
Chiroptera;Vespertilionidae;;60499;;;79303;ES;Pipistrellus pallidus;Heim de Balsac, 1936;Pipistrellus pallidus Heim de Balsac, 1936;<i>Pipistrellus pallidus</i> Heim de Balsac, 1936;Pipistrellus kuhlii (Kuhl, 1817);Pipistrelle de Kuhl;Kuhl's Pipistrelle;FMd-QCF;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60499
Chiroptera;Vespertilionidae;;60500;;;79303;ES;Pipistrellus pullatus;Monticelli, 1886;Pipistrellus pullatus Monticelli, 1886;<i>Pipistrellus pullatus</i> Monticelli, 1886;Pipistrellus kuhlii (Kuhl, 1817);Pipistrelle de Kuhl;Kuhl's Pipistrelle;FMd-QCF;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60500
Chiroptera;Vespertilionidae;;60501;;;79303;ES;Pipistrellus vispistrellus;Bonaparte, 1837;Pipistrellus vispistrellus Bonaparte, 1837;<i>Pipistrellus vispistrellus</i> Bonaparte, 1837;Pipistrellus kuhlii (Kuhl, 1817);Pipistrelle de Kuhl;Kuhl's Pipistrelle;FMd-QCF;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60501
Chiroptera;Vespertilionidae;;847353;;;79303;ES;Vespertilio kuhlii;Kuhl, 1817;Vespertilio kuhlii Kuhl, 1817;<i>Vespertilio kuhlii</i> Kuhl, 1817;Pipistrellus kuhlii (Kuhl, 1817);Pipistrelle de Kuhl;Kuhl's Pipistrelle;FMd-QCF;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/847353
Chiroptera;Vespertilionidae;;60490;196296;196296;60490;ES;Pipistrellus nathusii;(Keyserling & Blasius, 1839);Pipistrellus nathusii (Keyserling & Blasius, 1839);<i>Pipistrellus nathusii</i> (Keyserling & Blasius, 1839);Pipistrellus nathusii (Keyserling & Blasius, 1839);Pipistrelle de Nathusius;Nathusius's Bat;FMd-QCF;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60490
Chiroptera;Vespertilionidae;;60492;;;60490;ES;Pipistrellus unicolor;;Pipistrellus unicolor ;<i>Pipistrellus unicolor</i>;Pipistrellus nathusii (Keyserling & Blasius, 1839);Pipistrelle de Nathusius;Nathusius's Bat;FMd-QCF;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60492
Chiroptera;Vespertilionidae;;60479;196296;196296;60479;ES;Pipistrellus pipistrellus;(Schreber, 1774);Pipistrellus pipistrellus (Schreber, 1774);<i>Pipistrellus pipistrellus</i> (Schreber, 1774);Pipistrellus pipistrellus (Schreber, 1774);Pipistrelle commune;Common Pipistrelle;FMd-QCF;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60479
Chiroptera;Vespertilionidae;;60482;;;60479;ES;Pipistrellus brachyotos;;Pipistrellus brachyotos ;<i>Pipistrellus brachyotos</i>;Pipistrellus pipistrellus (Schreber, 1774);Pipistrelle commune;Common Pipistrelle;FMd-QCF;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60482
Chiroptera;Vespertilionidae;;60483;;;60479;ES;Pipistrellus flavescens;;Pipistrellus flavescens ;<i>Pipistrellus flavescens</i>;Pipistrellus pipistrellus (Schreber, 1774);Pipistrelle commune;Common Pipistrelle;FMd-QCF;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60483
Chiroptera;Vespertilionidae;;60484;;;60479;ES;Pipistrellus genei;;Pipistrellus genei ;<i>Pipistrellus genei</i>;Pipistrellus pipistrellus (Schreber, 1774);Pipistrelle commune;Common Pipistrelle;FMd-QCF;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60484
Chiroptera;Vespertilionidae;;60485;;;60479;ES;Pipistrellus limbatus;;Pipistrellus limbatus ;<i>Pipistrellus limbatus</i>;Pipistrellus pipistrellus (Schreber, 1774);Pipistrelle commune;Common Pipistrelle;FMd-QCF;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60485
Chiroptera;Vespertilionidae;;60486;;;60479;ES;Pipistrellus melanopterus;;Pipistrellus melanopterus ;<i>Pipistrellus melanopterus</i>;Pipistrellus pipistrellus (Schreber, 1774);Pipistrelle commune;Common Pipistrelle;FMd-QCF;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60486
Chiroptera;Vespertilionidae;;60487;;;60479;ES;Pipistrellus murinus;Gray;Pipistrellus murinus Gray;<i>Pipistrellus murinus</i> Gray;Pipistrellus pipistrellus (Schreber, 1774);Pipistrelle commune;Common Pipistrelle;FMd-QCF;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60487
Chiroptera;Vespertilionidae;;60488;;;60479;ES;Pipistrellus nigricans;Bonaparte;Pipistrellus nigricans Bonaparte;<i>Pipistrellus nigricans</i> Bonaparte;Pipistrellus pipistrellus (Schreber, 1774);Pipistrelle commune;Common Pipistrelle;FMd-QCF;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60488
Chiroptera;Vespertilionidae;;60481;;;60479;SSES;Pipistrellus pipistrellus pipistrellus;;Pipistrellus pipistrellus pipistrellus ;<i>Pipistrellus pipistrellus pipistrellus</i>;Pipistrellus pipistrellus (Schreber, 1774);Pipistrelle commune;Common Pipistrelle;;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60481
Chiroptera;Vespertilionidae;;60489;196296;196296;60489;ES;Pipistrellus pygmaeus;(Leach, 1825);Pipistrellus pygmaeus (Leach, 1825);<i>Pipistrellus pygmaeus</i> (Leach, 1825);Pipistrellus pygmaeus (Leach, 1825);Pipistrelle pygmée;Soprano Pipistrelle;FMd-QCF;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60489
Chiroptera;Vespertilionidae;;416650;;;60489;ES;Vespertilio mediterraneus;Cabrera, 1904;Vespertilio mediterraneus Cabrera, 1904;<i>Vespertilio mediterraneus</i> Cabrera, 1904;Pipistrellus pygmaeus (Leach, 1825);Pipistrelle pygmée;Soprano Pipistrelle;FMd-QCF;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/416650
Chiroptera;Vespertilionidae;;196414;186239;186239;196414;GN;Plecotus;É. Geoffroy Saint-Hilaire, 1818;Plecotus É. Geoffroy Saint-Hilaire, 1818;<i>Plecotus</i> É. Geoffroy Saint-Hilaire, 1818;Plecotus É. Geoffroy Saint-Hilaire, 1818;;;;;P;;;;;;;;;;;;;;;;;
Chiroptera;Vespertilionidae;;60518;196414;196414;60518;ES;Plecotus auritus;(Linnaeus, 1758);Plecotus auritus (Linnaeus, 1758);<i>Plecotus auritus</i> (Linnaeus, 1758);Plecotus auritus (Linnaeus, 1758);Oreillard roux, Oreillard septentrional;Brown Long-eared Bat;FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60518
Chiroptera;Vespertilionidae;;60520;60518;60518;60520;SSES;Plecotus auritus auritus;(Linnaeus, 1758);Plecotus auritus auritus (Linnaeus, 1758);<i>Plecotus auritus auritus</i> (Linnaeus, 1758);Plecotus auritus auritus (Linnaeus, 1758);Oreillard roux, Oreillard septentrional;;;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60520
Chiroptera;Vespertilionidae;;60521;;;60520;ES;Plecotus brevimanus;;Plecotus brevimanus ;<i>Plecotus brevimanus</i>;Plecotus auritus auritus (Linnaeus, 1758);Oreillard roux, Oreillard septentrional;;FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60521
Chiroptera;Vespertilionidae;;60522;;;60520;ES;Plecotus cornutus;;Plecotus cornutus ;<i>Plecotus cornutus</i>;Plecotus auritus auritus (Linnaeus, 1758);Oreillard roux, Oreillard septentrional;;FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60522
Chiroptera;Vespertilionidae;;60523;;;60520;ES;Plecotus europaeus;;Plecotus europaeus ;<i>Plecotus europaeus</i>;Plecotus auritus auritus (Linnaeus, 1758);Oreillard roux, Oreillard septentrional;;FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60523
Chiroptera;Vespertilionidae;;60524;;;60520;ES;Plecotus montanus;;Plecotus montanus ;<i>Plecotus montanus</i>;Plecotus auritus auritus (Linnaeus, 1758);Oreillard roux, Oreillard septentrional;;FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60524
